Product_ID,Product_Name,Price
123,Product_123,340.04
124,Product_124,263.84
125,Product_125,276.98
126,Product_126,17.6
127,Product_127,140.15
128,Product_128,432.02
129,Product_129,121.87
130,Product_130,133.31
131,Product_131,175.78
132,Product_132,41.97
133,Product_133,184.21
134,Product_134,248.03
135,Product_135,26.75
136,Product_136,426.03
137,Product_137,347.59
138,Product_138,283.07
139,Product_139,269.45
140,Product_140,111.56
141,Product_141,15.75
142,Product_142,277.36
143,Product_143,384.7
144,Product_144,250.31
145,Product_145,279.72
146,Product_146,329.15
147,Product_147,140.96
148,Product_148,35.39
149,Product_149,271.28
150,Product_150,412.37
151,Product_151,157.81
152,Product_152,401.96
153,Product_153,496.31
154,Product_154,429.92
155,Product_155,286.06
156,Product_156,216.98
157,Product_157,172.53
158,Product_158,421.9
159,Product_159,196.13
160,Product_160,282.85
161,Product_161,22.25
162,Product_162,219.89
163,Product_163,239.83
164,Product_164,107.77
165,Product_165,137.24
166,Product_166,125.29
167,Product_167,282.95
168,Product_168,177.23
169,Product_169,107.68
170,Product_170,149.7
171,Product_171,309.04
172,Product_172,311.05
173,Product_173,359.73
174,Product_174,228.17
175,Product_175,310.66
176,Product_176,167.03
177,Product_177,171.07
178,Product_178,317.65
179,Product_179,292.16
180,Product_180,385.86
181,Product_181,348.41
182,Product_182,89.69
183,Product_183,253.65
184,Product_184,61.05
185,Product_185,20.97
186,Product_186,180.36
187,Product_187,161.64
188,Product_188,425.85
189,Product_189,45.44
190,Product_190,19.8
191,Product_191,75.74
192,Product_192,65.52
193,Product_193,461.29
194,Product_194,310.6
195,Product_195,313.83
196,Product_196,387.7
197,Product_197,465.73
198,Product_198,321.33
199,Product_199,362.6
200,Product_200,54.04
201,Product_201,467.42
202,Product_202,420.6
203,Product_203,28.82
204,Product_204,147.78
205,Product_205,291.15
206,Product_206,88.78
207,Product_207,153.23
208,Product_208,33.4
209,Product_209,81.73
210,Product_210,97.54
211,Product_211,484.17
212,Product_212,358.25
213,Product_213,278.3
214,Product_214,187.02
215,Product_215,120.57
216,Product_216,371.8
217,Product_217,361.15
218,Product_218,250.18
219,Product_219,350.07
220,Product_220,400.35
221,Product_221,493.17
222,Product_222,125.78
223,Product_223,355.15
224,Product_224,479.17
225,Product_225,160.81
226,Product_226,180.27
227,Product_227,372.13
228,Product_228,172.31
229,Product_229,419.55
230,Product_230,102.65
231,Product_231,425.62
232,Product_232,388.77
233,Product_233,415.18
234,Product_234,317.38
235,Product_235,454.95
236,Product_236,428.38
237,Product_237,435.67
238,Product_238,195.56
239,Product_239,357.42
240,Product_240,469.82
241,Product_241,474.39
242,Product_242,244.89
243,Product_243,322.77
244,Product_244,443.91
245,Product_245,268.69
246,Product_246,222.79
247,Product_247,412.82
248,Product_248,398.42
249,Product_249,399.8
250,Product_250,418.26
251,Product_251,85.61
252,Product_252,161.28
253,Product_253,324.47
254,Product_254,255.22
255,Product_255,56.25
256,Product_256,148.85
257,Product_257,211.13
258,Product_258,398.66
259,Product_259,441.72
260,Product_260,232.88
261,Product_261,241.14
262,Product_262,124.47
263,Product_263,349.81
264,Product_264,227.59
265,Product_265,180.33
266,Product_266,378.59
267,Product_267,191.25
268,Product_268,417.41
269,Product_269,185.1
270,Product_270,497.89
271,Product_271,480.76
272,Product_272,337.33
273,Product_273,17.84
274,Product_274,480.58
275,Product_275,64.87
276,Product_276,80.89
277,Product_277,404.09
278,Product_278,292.55
279,Product_279,498.18
280,Product_280,306.08
281,Product_281,128.86
282,Product_282,415.0
283,Product_283,26.46
284,Product_284,246.5
285,Product_285,463.78
286,Product_286,326.48
287,Product_287,481.56
288,Product_288,449.0
289,Product_289,258.29
290,Product_290,353.42
291,Product_291,114.86
292,Product_292,255.64
293,Product_293,362.62
294,Product_294,123.28
295,Product_295,327.18
296,Product_296,337.79
297,Product_297,333.67
298,Product_298,355.0
299,Product_299,490.22
300,Product_300,318.53
301,Product_301,200.03
302,Product_302,19.7
303,Product_303,102.42
304,Product_304,111.6
305,Product_305,426.79
306,Product_306,184.78
307,Product_307,452.22
308,Product_308,93.55
309,Product_309,160.07
310,Product_310,274.29
311,Product_311,45.54
312,Product_312,83.14
313,Product_313,106.92
314,Product_314,294.82
315,Product_315,53.28
316,Product_316,296.96
317,Product_317,42.97
318,Product_318,23.73
319,Product_319,129.85
320,Product_320,130.2
321,Product_321,97.97
322,Product_322,208.58
323,Product_323,170.97
324,Product_324,461.05
325,Product_325,468.1
326,Product_326,483.7
327,Product_327,472.3
328,Product_328,181.67
329,Product_329,62.66
330,Product_330,36.18
331,Product_331,355.69
332,Product_332,361.23
333,Product_333,342.3
334,Product_334,390.06
335,Product_335,416.76
336,Product_336,83.34
337,Product_337,329.76
338,Product_338,139.8
339,Product_339,163.04
340,Product_340,55.93
341,Product_341,226.7
342,Product_342,234.13
343,Product_343,439.88
344,Product_344,230.3
345,Product_345,448.78
346,Product_346,47.37
347,Product_347,253.88
348,Product_348,76.94
349,Product_349,357.35
350,Product_350,42.25
351,Product_351,485.69
352,Product_352,409.84
353,Product_353,319.83
354,Product_354,246.23
355,Product_355,91.38
356,Product_356,112.64
357,Product_357,258.55
358,Product_358,39.66
359,Product_359,89.0
360,Product_360,405.64
361,Product_361,318.94
362,Product_362,332.39
363,Product_363,360.29
364,Product_364,334.04
365,Product_365,245.85
366,Product_366,225.89
367,Product_367,309.92
368,Product_368,491.51
369,Product_369,377.79
370,Product_370,72.98
371,Product_371,77.73
372,Product_372,262.97
373,Product_373,241.6
374,Product_374,273.43
375,Product_375,272.15
376,Product_376,190.62
377,Product_377,330.07
378,Product_378,350.91
379,Product_379,474.66
380,Product_380,310.69
381,Product_381,54.1
382,Product_382,138.56
383,Product_383,184.83
384,Product_384,349.54
385,Product_385,56.55
386,Product_386,396.47
387,Product_387,34.31
388,Product_388,11.88
389,Product_389,270.26
390,Product_390,411.3
391,Product_391,72.01
392,Product_392,155.53
393,Product_393,186.16
394,Product_394,357.48
395,Product_395,399.11
396,Product_396,229.32
397,Product_397,242.25
398,Product_398,57.74
399,Product_399,275.87
400,Product_400,437.2
401,Product_401,60.32
402,Product_402,286.56
403,Product_403,65.01
404,Product_404,416.98
405,Product_405,281.95
406,Product_406,213.8
407,Product_407,337.12
408,Product_408,111.49
409,Product_409,251.8
410,Product_410,243.72
411,Product_411,121.45
412,Product_412,200.69
413,Product_413,209.05
414,Product_414,99.06
415,Product_415,496.7
416,Product_416,175.78
417,Product_417,142.99
418,Product_418,342.39
419,Product_419,83.54
420,Product_420,483.36
421,Product_421,50.45
422,Product_422,189.68
423,Product_423,95.86
424,Product_424,19.46
425,Product_425,255.6
426,Product_426,296.81
427,Product_427,490.67
428,Product_428,449.71
429,Product_429,424.88
430,Product_430,472.54
431,Product_431,150.92
432,Product_432,110.25
433,Product_433,50.74
434,Product_434,464.08
435,Product_435,453.43
436,Product_436,136.45
437,Product_437,171.39
438,Product_438,127.8
439,Product_439,162.09
440,Product_440,418.15
441,Product_441,413.02
442,Product_442,393.09
443,Product_443,480.43
444,Product_444,449.61
445,Product_445,427.86
446,Product_446,402.19
447,Product_447,468.56
448,Product_448,87.93
449,Product_449,369.19
450,Product_450,142.37
451,Product_451,340.86
452,Product_452,489.41
453,Product_453,78.24
454,Product_454,370.74
455,Product_455,410.61
456,Product_456,380.01
457,Product_457,447.17
458,Product_458,469.8
459,Product_459,344.48
460,Product_460,453.12
461,Product_461,47.34
462,Product_462,330.28
463,Product_463,202.4
464,Product_464,83.62
465,Product_465,353.96
466,Product_466,386.34
467,Product_467,440.82
468,Product_468,425.49
469,Product_469,301.95
470,Product_470,295.6
471,Product_471,255.56
472,Product_472,382.0
473,Product_473,285.84
474,Product_474,10.8
475,Product_475,95.02
476,Product_476,341.69
477,Product_477,269.55
478,Product_478,375.14
479,Product_479,121.05
480,Product_480,266.4
481,Product_481,316.26
482,Product_482,57.0
483,Product_483,293.79
484,Product_484,278.32
485,Product_485,42.0
486,Product_486,309.86
487,Product_487,215.65
488,Product_488,202.55
489,Product_489,123.98
490,Product_490,74.8
491,Product_491,258.28
492,Product_492,348.68
493,Product_493,232.99
494,Product_494,321.85
495,Product_495,419.69
496,Product_496,485.6
497,Product_497,245.33
498,Product_498,72.72
499,Product_499,487.36
500,Product_500,209.06
501,Product_501,444.1
502,Product_502,178.2
503,Product_503,327.32
504,Product_504,286.16
505,Product_505,209.26
506,Product_506,187.42
507,Product_507,46.88
508,Product_508,267.12
509,Product_509,85.89
510,Product_510,383.52
511,Product_511,436.0
512,Product_512,112.34
513,Product_513,251.78
514,Product_514,483.58
515,Product_515,27.45
516,Product_516,477.65
517,Product_517,148.4
518,Product_518,290.75
519,Product_519,88.3
520,Product_520,471.63
521,Product_521,396.13
522,Product_522,477.71
523,Product_523,311.97
524,Product_524,321.0
525,Product_525,353.63
526,Product_526,488.37
527,Product_527,430.51
528,Product_528,228.07
529,Product_529,122.71
530,Product_530,28.28
531,Product_531,295.22
532,Product_532,59.2
533,Product_533,321.7
534,Product_534,172.43
535,Product_535,70.85
536,Product_536,348.16
537,Product_537,111.46
538,Product_538,251.1
539,Product_539,112.94
540,Product_540,118.78
541,Product_541,265.18
542,Product_542,10.5
543,Product_543,129.76
544,Product_544,14.4
545,Product_545,55.08
546,Product_546,113.5
547,Product_547,43.41
548,Product_548,361.29
549,Product_549,375.74
550,Product_550,421.42
551,Product_551,397.39
552,Product_552,472.54
553,Product_553,436.69
554,Product_554,419.67
555,Product_555,354.95
556,Product_556,496.4
557,Product_557,361.01
558,Product_558,90.01
559,Product_559,258.49
560,Product_560,149.67
561,Product_561,58.88
562,Product_562,301.51
563,Product_563,323.24
564,Product_564,295.39
565,Product_565,429.74
566,Product_566,209.0
567,Product_567,66.35
568,Product_568,372.69
569,Product_569,115.04
570,Product_570,147.0
571,Product_571,207.42
572,Product_572,293.41
573,Product_573,163.24
574,Product_574,14.95
575,Product_575,380.28
576,Product_576,342.59
577,Product_577,426.42
578,Product_578,435.79
579,Product_579,33.29
580,Product_580,321.38
581,Product_581,344.86
582,Product_582,150.41
583,Product_583,182.42
584,Product_584,166.6
585,Product_585,58.96
586,Product_586,159.83
587,Product_587,127.41
588,Product_588,485.61
589,Product_589,434.28
590,Product_590,487.31
591,Product_591,325.15
592,Product_592,396.26
593,Product_593,444.01
594,Product_594,205.21
595,Product_595,120.88
596,Product_596,70.48
597,Product_597,311.19
598,Product_598,277.22
599,Product_599,344.39
600,Product_600,432.38
601,Product_601,404.42
602,Product_602,279.68
603,Product_603,153.74
604,Product_604,475.93
605,Product_605,40.41
606,Product_606,201.87
607,Product_607,412.99
608,Product_608,445.93
609,Product_609,77.0
610,Product_610,458.11
611,Product_611,394.76
612,Product_612,64.63
613,Product_613,29.53
614,Product_614,45.16
615,Product_615,472.02
616,Product_616,125.54
617,Product_617,431.58
618,Product_618,88.72
619,Product_619,461.16
620,Product_620,450.35
621,Product_621,215.13
622,Product_622,224.31
623,Product_623,370.61
624,Product_624,386.28
625,Product_625,147.36
626,Product_626,103.7
627,Product_627,408.7
628,Product_628,312.47
629,Product_629,344.39
630,Product_630,434.61
631,Product_631,453.74
632,Product_632,225.64
633,Product_633,468.2
634,Product_634,394.57
635,Product_635,313.3
636,Product_636,480.01
637,Product_637,206.14
638,Product_638,150.78
639,Product_639,146.26
640,Product_640,262.52
641,Product_641,48.88
642,Product_642,150.09
643,Product_643,351.74
644,Product_644,174.19
645,Product_645,222.06
646,Product_646,339.66
647,Product_647,407.9
648,Product_648,35.65
649,Product_649,94.5
650,Product_650,345.25
651,Product_651,153.47
652,Product_652,236.91
653,Product_653,288.38
654,Product_654,493.96
655,Product_655,406.06
656,Product_656,322.37
657,Product_657,245.64
658,Product_658,392.14
659,Product_659,190.73
660,Product_660,486.52
661,Product_661,472.5
662,Product_662,212.3
663,Product_663,477.77
664,Product_664,395.68
665,Product_665,40.73
666,Product_666,444.03
667,Product_667,116.25
668,Product_668,146.66
669,Product_669,47.07
670,Product_670,386.79
671,Product_671,378.29
672,Product_672,319.59
673,Product_673,397.07
674,Product_674,482.28
675,Product_675,481.17
676,Product_676,37.37
677,Product_677,356.17
678,Product_678,248.66
679,Product_679,437.29
680,Product_680,313.23
681,Product_681,251.45
682,Product_682,272.1
683,Product_683,268.14
684,Product_684,232.25
685,Product_685,316.1
686,Product_686,126.64
687,Product_687,368.19
688,Product_688,76.72
689,Product_689,213.86
690,Product_690,186.46
691,Product_691,53.34
692,Product_692,143.37
693,Product_693,162.52
694,Product_694,333.58
695,Product_695,116.37
696,Product_696,468.79
697,Product_697,335.34
698,Product_698,98.31
699,Product_699,171.31
700,Product_700,316.55
701,Product_701,407.24
702,Product_702,449.74
703,Product_703,75.19
704,Product_704,222.91
705,Product_705,356.41
706,Product_706,67.36
707,Product_707,443.3
708,Product_708,17.74
709,Product_709,252.77
710,Product_710,154.39
711,Product_711,491.04
712,Product_712,426.08
713,Product_713,326.27
714,Product_714,283.15
715,Product_715,408.89
716,Product_716,222.25
717,Product_717,91.64
718,Product_718,300.52
719,Product_719,452.79
720,Product_720,465.28
721,Product_721,443.13
722,Product_722,284.29
723,Product_723,346.92
724,Product_724,367.9
725,Product_725,138.77
726,Product_726,99.3
727,Product_727,243.67
728,Product_728,359.95
729,Product_729,339.01
730,Product_730,266.88
731,Product_731,444.8
732,Product_732,143.87
733,Product_733,65.68
734,Product_734,379.13
735,Product_735,331.7
736,Product_736,340.11
737,Product_737,200.0
738,Product_738,404.72
739,Product_739,309.78
740,Product_740,191.34
741,Product_741,370.48
742,Product_742,305.48
743,Product_743,162.79
744,Product_744,357.67
745,Product_745,97.55
746,Product_746,298.16
747,Product_747,394.85
748,Product_748,241.82
749,Product_749,464.69
750,Product_750,282.1
751,Product_751,34.5
752,Product_752,85.49
753,Product_753,133.93
754,Product_754,175.91
755,Product_755,424.54
756,Product_756,391.29
757,Product_757,427.27
758,Product_758,184.09
759,Product_759,12.95
760,Product_760,499.22
761,Product_761,215.84
762,Product_762,489.77
763,Product_763,131.89
764,Product_764,342.97
765,Product_765,120.48
766,Product_766,52.64
767,Product_767,377.87
768,Product_768,495.25
769,Product_769,129.64
770,Product_770,493.94
771,Product_771,482.89
772,Product_772,406.15
773,Product_773,364.82
774,Product_774,134.39
775,Product_775,24.87
776,Product_776,158.39
777,Product_777,349.46
778,Product_778,333.78
779,Product_779,252.21
780,Product_780,213.93
781,Product_781,330.66
782,Product_782,464.98
783,Product_783,422.76
784,Product_784,119.74
785,Product_785,126.25
786,Product_786,486.76
787,Product_787,261.15
788,Product_788,135.77
789,Product_789,491.86
790,Product_790,384.92
791,Product_791,336.94
792,Product_792,257.64
793,Product_793,209.83
794,Product_794,184.14
795,Product_795,120.21
796,Product_796,57.18
797,Product_797,494.63
798,Product_798,164.35
799,Product_799,389.64
800,Product_800,213.09
801,Product_801,214.69
802,Product_802,17.57
803,Product_803,135.07
804,Product_804,325.84
805,Product_805,109.94
806,Product_806,92.27
807,Product_807,459.21
808,Product_808,251.63
809,Product_809,224.94
810,Product_810,331.74
811,Product_811,145.86
812,Product_812,280.99
813,Product_813,11.84
814,Product_814,113.31
815,Product_815,370.27
816,Product_816,78.05
817,Product_817,317.98
818,Product_818,74.22
819,Product_819,212.75
820,Product_820,261.31
821,Product_821,299.79
822,Product_822,162.59
823,Product_823,235.97
824,Product_824,229.62
825,Product_825,414.11
826,Product_826,440.21
827,Product_827,423.48
828,Product_828,448.59
829,Product_829,317.47
830,Product_830,409.09
831,Product_831,181.99
832,Product_832,460.44
833,Product_833,168.48
834,Product_834,198.69
835,Product_835,239.77
836,Product_836,77.81
837,Product_837,104.03
838,Product_838,373.15
839,Product_839,246.61
840,Product_840,460.63
841,Product_841,113.65
842,Product_842,108.77
843,Product_843,148.76
844,Product_844,68.06
845,Product_845,56.57
846,Product_846,225.3
847,Product_847,469.75
848,Product_848,417.63
849,Product_849,208.65
850,Product_850,454.74
851,Product_851,309.63
852,Product_852,143.38
853,Product_853,101.81
854,Product_854,335.86
855,Product_855,415.04
856,Product_856,55.57
857,Product_857,457.2
858,Product_858,271.68
859,Product_859,251.29
860,Product_860,434.8
861,Product_861,15.75
862,Product_862,424.0
863,Product_863,290.34
864,Product_864,327.74
865,Product_865,288.31
866,Product_866,299.51
867,Product_867,366.83
868,Product_868,229.59
869,Product_869,263.06
870,Product_870,489.21
871,Product_871,432.73
872,Product_872,494.27
873,Product_873,91.98
874,Product_874,208.11
875,Product_875,467.54
876,Product_876,247.54
877,Product_877,184.76
878,Product_878,232.99
879,Product_879,330.38
880,Product_880,486.51
881,Product_881,431.76
882,Product_882,93.02
883,Product_883,378.28
884,Product_884,37.82
885,Product_885,469.61
886,Product_886,434.63
887,Product_887,61.8
888,Product_888,64.26
889,Product_889,291.88
890,Product_890,300.28
891,Product_891,403.54
892,Product_892,207.66
893,Product_893,180.94
894,Product_894,99.12
895,Product_895,304.57
896,Product_896,393.32
897,Product_897,253.54
898,Product_898,127.92
899,Product_899,171.51
900,Product_900,240.56
901,Product_901,221.82
902,Product_902,23.11
903,Product_903,487.15
904,Product_904,470.12
905,Product_905,77.61
906,Product_906,174.94
907,Product_907,167.47
908,Product_908,231.83
909,Product_909,328.78
910,Product_910,370.77
911,Product_911,191.97
912,Product_912,220.35
913,Product_913,442.35
914,Product_914,413.42
915,Product_915,432.58
916,Product_916,80.19
917,Product_917,253.35
918,Product_918,68.68
919,Product_919,108.22
920,Product_920,282.65
921,Product_921,496.36
922,Product_922,478.02
923,Product_923,35.41
924,Product_924,163.29
925,Product_925,77.67
926,Product_926,368.45
927,Product_927,276.14
928,Product_928,53.46
929,Product_929,242.13
930,Product_930,84.4
931,Product_931,133.37
932,Product_932,489.33
933,Product_933,456.42
934,Product_934,491.52
935,Product_935,29.43
936,Product_936,246.63
937,Product_937,489.5
938,Product_938,477.13
939,Product_939,296.54
940,Product_940,175.55
941,Product_941,320.63
942,Product_942,244.35
943,Product_943,440.73
944,Product_944,23.98
945,Product_945,377.96
946,Product_946,317.33
947,Product_947,73.86
948,Product_948,463.23
949,Product_949,183.19
950,Product_950,74.06
951,Product_951,213.56
952,Product_952,368.09
953,Product_953,131.32
954,Product_954,115.44
955,Product_955,71.21
956,Product_956,469.3
957,Product_957,335.88
958,Product_958,279.55
959,Product_959,268.27
960,Product_960,477.74
961,Product_961,227.66
962,Product_962,342.77
963,Product_963,226.78
964,Product_964,201.35
965,Product_965,437.33
966,Product_966,141.99
967,Product_967,51.09
968,Product_968,55.41
969,Product_969,43.76
970,Product_970,34.94
971,Product_971,88.75
972,Product_972,346.69
973,Product_973,416.61
974,Product_974,459.11
975,Product_975,415.31
976,Product_976,489.42
977,Product_977,74.84
978,Product_978,271.19
979,Product_979,438.45
980,Product_980,463.03
981,Product_981,33.18
982,Product_982,167.59
983,Product_983,323.63
984,Product_984,74.76
985,Product_985,477.74
986,Product_986,113.8
987,Product_987,219.66
988,Product_988,106.51
989,Product_989,401.85
990,Product_990,490.01
991,Product_991,355.86
992,Product_992,258.15
993,Product_993,278.72
994,Product_994,408.18
995,Product_995,148.31
996,Product_996,276.04
997,Product_997,107.64
998,Product_998,129.55
999,Product_999,209.22
1000,Product_1000,232.1
1001,Product_1001,460.51
1002,Product_1002,418.57
1003,Product_1003,250.96
1004,Product_1004,365.4
1005,Product_1005,19.07
1006,Product_1006,398.17
1007,Product_1007,165.87
1008,Product_1008,344.7
1009,Product_1009,193.86
1010,Product_1010,339.83
1011,Product_1011,361.5
1012,Product_1012,417.09
1013,Product_1013,306.11
1014,Product_1014,201.23
1015,Product_1015,369.42
1016,Product_1016,476.32
1017,Product_1017,424.2
1018,Product_1018,414.51
1019,Product_1019,375.12
1020,Product_1020,263.01
1021,Product_1021,132.47
1022,Product_1022,376.78
1023,Product_1023,337.65
1024,Product_1024,434.83
1025,Product_1025,437.68
1026,Product_1026,55.37
1027,Product_1027,136.58
1028,Product_1028,424.15
1029,Product_1029,282.46
1030,Product_1030,351.97
1031,Product_1031,389.4
1032,Product_1032,209.92
1033,Product_1033,374.46
1034,Product_1034,427.33
1035,Product_1035,126.84
1036,Product_1036,319.8
1037,Product_1037,145.17
1038,Product_1038,49.59
1039,Product_1039,478.27
1040,Product_1040,336.68
1041,Product_1041,167.07
1042,Product_1042,22.37
1043,Product_1043,446.06
1044,Product_1044,487.01
1045,Product_1045,338.47
1046,Product_1046,373.81
1047,Product_1047,456.35
1048,Product_1048,232.84
1049,Product_1049,165.61
1050,Product_1050,150.47
1051,Product_1051,296.03
1052,Product_1052,213.09
1053,Product_1053,276.37
1054,Product_1054,153.14
1055,Product_1055,436.88
1056,Product_1056,184.82
1057,Product_1057,360.25
1058,Product_1058,163.25
1059,Product_1059,198.8
1060,Product_1060,255.09
1061,Product_1061,317.07
1062,Product_1062,83.37
1063,Product_1063,21.56
1064,Product_1064,291.14
1065,Product_1065,157.55
1066,Product_1066,416.0
1067,Product_1067,158.8
1068,Product_1068,377.26
1069,Product_1069,266.94
1070,Product_1070,361.83
1071,Product_1071,179.44
1072,Product_1072,366.79
1073,Product_1073,284.72
1074,Product_1074,209.48
1075,Product_1075,396.37
1076,Product_1076,135.28
1077,Product_1077,329.55
1078,Product_1078,256.62
1079,Product_1079,242.28
1080,Product_1080,494.13
1081,Product_1081,446.35
1082,Product_1082,381.88
1083,Product_1083,24.05
1084,Product_1084,91.46
1085,Product_1085,96.41
1086,Product_1086,211.74
1087,Product_1087,243.98
1088,Product_1088,207.55
1089,Product_1089,260.95
1090,Product_1090,465.96
1091,Product_1091,17.47
1092,Product_1092,289.95
1093,Product_1093,132.79
1094,Product_1094,80.73
1095,Product_1095,429.23
1096,Product_1096,473.62
1097,Product_1097,96.6
1098,Product_1098,377.64
1099,Product_1099,267.71
1100,Product_1100,344.86
1101,Product_1101,372.28
1102,Product_1102,19.4
1103,Product_1103,107.88
1104,Product_1104,492.29
1105,Product_1105,442.83
1106,Product_1106,441.18
1107,Product_1107,411.72
1108,Product_1108,265.86
1109,Product_1109,193.79
1110,Product_1110,326.25
1111,Product_1111,169.93
1112,Product_1112,298.16
1113,Product_1113,172.65
1114,Product_1114,38.34
1115,Product_1115,307.73
1116,Product_1116,130.66
1117,Product_1117,141.02
1118,Product_1118,318.72
1119,Product_1119,335.91
1120,Product_1120,260.84
1121,Product_1121,318.98
1122,Product_1122,499.41
1123,Product_1123,430.99
1124,Product_1124,283.58
1125,Product_1125,132.22
1126,Product_1126,260.17
1127,Product_1127,86.74
1128,Product_1128,101.99
1129,Product_1129,75.73
1130,Product_1130,62.19
1131,Product_1131,370.27
1132,Product_1132,418.72
1133,Product_1133,254.22
1134,Product_1134,498.74
1135,Product_1135,229.34
1136,Product_1136,18.36
1137,Product_1137,58.68
1138,Product_1138,212.29
1139,Product_1139,114.6
1140,Product_1140,386.67
1141,Product_1141,129.13
1142,Product_1142,438.7
1143,Product_1143,459.9
1144,Product_1144,138.95
1145,Product_1145,464.72
1146,Product_1146,23.83
1147,Product_1147,86.46
1148,Product_1148,191.16
1149,Product_1149,238.91
1150,Product_1150,320.79
1151,Product_1151,82.11
1152,Product_1152,390.0
1153,Product_1153,400.78
1154,Product_1154,496.89
1155,Product_1155,235.6
1156,Product_1156,253.28
1157,Product_1157,115.2
1158,Product_1158,58.12
1159,Product_1159,330.89
1160,Product_1160,51.77
1161,Product_1161,11.35
1162,Product_1162,465.96
1163,Product_1163,308.06
1164,Product_1164,473.12
1165,Product_1165,344.88
1166,Product_1166,301.32
1167,Product_1167,426.4
1168,Product_1168,256.22
1169,Product_1169,360.83
1170,Product_1170,277.71
1171,Product_1171,312.03
1172,Product_1172,463.34
1173,Product_1173,470.55
1174,Product_1174,498.33
1175,Product_1175,337.3
1176,Product_1176,82.32
1177,Product_1177,182.61
1178,Product_1178,360.73
1179,Product_1179,484.7
1180,Product_1180,381.33
1181,Product_1181,356.22
1182,Product_1182,225.61
1183,Product_1183,171.11
1184,Product_1184,110.21
1185,Product_1185,169.46
1186,Product_1186,314.89
1187,Product_1187,351.78
1188,Product_1188,29.14
1189,Product_1189,275.1
1190,Product_1190,14.32
1191,Product_1191,14.33
1192,Product_1192,482.37
1193,Product_1193,334.71
1194,Product_1194,373.34
1195,Product_1195,96.87
1196,Product_1196,384.05
1197,Product_1197,367.96
1198,Product_1198,440.09
1199,Product_1199,288.79
1200,Product_1200,280.72
1201,Product_1201,312.7
1202,Product_1202,413.24
1203,Product_1203,335.67
1204,Product_1204,64.83
1205,Product_1205,426.94
1206,Product_1206,469.33
1207,Product_1207,438.99
1208,Product_1208,197.6
1209,Product_1209,462.98
1210,Product_1210,223.16
1211,Product_1211,256.93
1212,Product_1212,461.59
1213,Product_1213,372.65
1214,Product_1214,143.83
1215,Product_1215,490.33
1216,Product_1216,96.14
1217,Product_1217,24.47
1218,Product_1218,80.17
1219,Product_1219,116.25
1220,Product_1220,394.09
1221,Product_1221,403.0
1222,Product_1222,490.33
1223,Product_1223,247.25
1224,Product_1224,44.48
1225,Product_1225,358.69
1226,Product_1226,95.54
1227,Product_1227,243.57
1228,Product_1228,219.76
